"","term","estimate","std.error","conf.low","conf.high","model_index"
"396","ER_annual_percapita_z:intervention2017",0.0100242231802658,NA,NA,NA,28
"397","OXYCODONE_annual_percapita_z:intervention2017",0.000699697535361416,NA,NA,NA,28
"398","BUPRENORPHINE_annual_percapita_z:intervention2017",-0.300365750627838,NA,NA,NA,28
"399","rural_factor3:intervention2017",-0.0607737909820021,NA,NA,NA,28
"400","rural_factor4:intervention2017",0.437215881695993,NA,NA,NA,28
"401","rural_factor5:intervention2017",-0.214083226606894,NA,NA,NA,28
"402","rural_factor6:intervention2017",0.485264777825153,NA,NA,NA,28
"403","(Intercept)",-8.93440123509347,0.305669753101115,-9.5335029423349,-8.33529952785203,29
"404","ER_annual_percapita_z",-0.283916434782989,0.142936006395952,-0.564065859413041,-0.00376701015293673,29
"405","OXYCODONE_annual_percapita_z",-0.175523620811288,0.16531695093304,-0.499538890674021,0.148491649051445,29
